Scene Number,Scene Name,Split,Instruction Type,Instruction,Annotator,Source Row
917,scene-0917,trainval,unknown,turn left,Annotator 4,704
920,scene-0920,trainval,unknown,Make a right turn,Annotator 5,801
920,scene-0920,trainval,unknown,turn right,Annotator 3,599
921,scene-0921,trainval,ds,Stop at the stopsign and make a left turn once all cars from the right side have passed,Annotator 5,802
921,scene-0921,trainval,s,at the stop sign turn left,Annotator 1,695
921,scene-0921,trainval,s,stop at the intersection then turn left,Annotator 3,600
921,scene-0921,trainval,unknown,turn left,Annotator 4,707
922,scene-0922,trainval,s,"Briefly go on the right side of the road to avoid the parked vehicle in front, then go back to the original lane",Annotator 5,803
922,scene-0922,trainval,s,go around the bus,Annotator 4,708
922,scene-0922,trainval,s,swerve around the parked vehicle,Annotator 3,601
925,scene-0925,trainval,d,"stop at the crosswalk and let the pedestrians cross, then move ahead",Annotator 3,604
925,scene-0925,trainval,ds,Stop before the crosswalk to allow pedestrians to cross the road and proceed after they have crossed,Annotator 5,806
926,scene-0926,trainval,s,Make a right turn and go down the road,Annotator 5,807
926,scene-0926,trainval,unknown,turn right,Annotator 4,712
926,scene-0926,trainval,unknown,turn right at the intersection,Annotator 3,605
928,scene-0928,trainval,s,turn right at the intersection,Annotator 3,607
928,scene-0928,trainval,unknown,Make a right turn at the intersection,Annotator 5,809
928,scene-0928,trainval,unknown,turn right,Annotator 4,714
929,scene-0929,trainval,d,Stop before the toll gate and proceed when the toll gate opens,Annotator 5,810
929,scene-0929,trainval,s,"stop at the gate, once the arm is lifted proceed",Annotator 3,608
930,scene-0930,trainval,s,turn right at the fork,Annotator 3,609
930,scene-0930,trainval,unknown,turn right,Annotator 4,716
931,scene-0931,trainval,s,Take a left and stop at the front of the entrance,Annotator 5,812
931,scene-0931,trainval,s,enter the horseshoe and stop at the gate,Annotator 3,610
931,scene-0931,trainval,unknown,go to the left and stop in front of the building,Annotator 4,717
945,scene-0945,trainval,s,Make a left turn while avoiding the construction.,Annotator 5,813
945,scene-0945,trainval,s,"turn right at the intersection avoid hitting the traffic cones, reverse back slighly and merge into the left lane",Annotator 3,611
945,scene-0945,trainval,unknown,Make the first left turn possible,Annotator 5,814
945,scene-0945,trainval,unknown,"turn left, turn left",Annotator 4,718
947,scene-0947,trainval,unknown,turn left,Annotator 4,719
947,scene-0947,trainval,unknown,turn left at the intersection,Annotator 3,612
949,scene-0949,trainval,s,stop at the intersection,Annotator 3,613
952,scene-0952,trainval,s,Merge to the left lane and stop before entering the main road.,Annotator 5,817
952,scene-0952,trainval,s,"stop at the intersection, then proceed",Annotator 3,614
952,scene-0952,trainval,unknown,Slowly enter the main road after the foll stop,Annotator 5,818
953,scene-0953,trainval,unknown,Switch to the left lane,Annotator 5,819
955,scene-0955,trainval,s,Switch to the right lane briefly to pass the parked vehicle ahead and go back to the left lane immediately after,Annotator 5,820
958,scene-0958,trainval,d,"When the light turns green, proceed straight",Annotator 5,823
958,scene-0958,trainval,s,Come to a stop when you appraoch the parked vehicle in front,Annotator 5,824
959,scene-0959,trainval,d,"Switch to the right lane when there are no cars coming from behind, then switch back to the left lane once you have passed all obstructions",Annotator 5,825
959,scene-0959,trainval,unknown,go around the vehicle obstructing the road,Annotator 4,727
960,scene-0960,trainval,d,Make a left turn if there are no cars coming from the right side,Annotator 5,826
960,scene-0960,trainval,unknown,turn left,Annotator 4,728
961,scene-0961,trainval,s,Switch to the right lane when you see the parked vehicle ahead.,Annotator 5,827
962,scene-0962,trainval,unknown,"At the intersection, make a left turn onto the leftmost lane",Annotator 5,828
962,scene-0962,trainval,unknown,turn left,Annotator 4,730
963,scene-0963,trainval,unknown,Switch to the rightmost lane,Annotator 5,829
966,scene-0966,trainval,s,Slowly pass the parked vehicle on your lane by staying on the right side.,Annotator 5,830
966,scene-0966,trainval,unknown,go around the vehicle obstructing the road,Annotator 4,732
967,scene-0967,trainval,d,Slowly pass the pedestrians that are a little bit on the row,Annotator 5,831
967,scene-0967,trainval,s,Stop at the sotpsign,Annotator 5,832
968,scene-0968,trainval,d,"Once all cars from oncoming traffic have passed, make a right turn",Annotator 5,833
968,scene-0968,trainval,s,Stop before the closed toll gate,Annotator 5,834
968,scene-0968,trainval,unknown,turn right,Annotator 4,734
969,scene-0969,trainval,d,"When the toll gate opens, continue straight",Annotator 5,835
969,scene-0969,trainval,s,Go around the parked vehicle in your lane by going around on the right,Annotator 5,836
969,scene-0969,trainval,unknown,go around the vehicle obstructing the road,Annotator 4,735
971,scene-0971,trainval,unknown,Make a right turn,Annotator 5,837
971,scene-0971,trainval,unknown,turn right,Annotator 4,736
979,scene-0979,trainval,d,Continue straight once the stoplight turns green,Annotator 5,843
980,scene-0980,trainval,unknown,Make a left turn before approaching the construction in your lane,Annotator 5,844
983,scene-0983,trainval,d,After passing the intersection switch to the right lane,Annotator 5,847
988,scene-0988,trainval,unknown,Make a right turn if there are no cars coming from the left side,Annotator 5,849
988,scene-0988,trainval,unknown,at the end of the road turn right,Annotator 1,507
989,scene-0989,trainval,ds,"Come to a stop before the crosswalk to allow the pedestrian to cross the road. After the pedestrian has crossed the road, continue forward",Annotator 5,850
990,scene-0990,trainval,unknown,continue on this road,Annotator 1,509
991,scene-0991,trainval,d,Stop at a safe distance behind the unloading vehicle,Annotator 6,233
991,scene-0991,trainval,ds,Come to a stop when you see pedestrians in front of you,Annotator 5,852
991,scene-0991,trainval,sd,stop right behind the gray car and wait for the people to pass,Annotator 2,465
994,scene-0994,trainval,s,Make a right turn,Annotator 6,235
994,scene-0994,trainval,s,take the roundabout,Annotator 2,467
994,scene-0994,trainval,unknown,Make a right turn when it appears,Annotator 5,854
994,scene-0994,trainval,unknown,keep right at the intersection,Annotator 1,511
995,scene-0995,trainval,s,Change one lane to the left,Annotator 6,236
995,scene-0995,trainval,s,take the left lane and exit the highway,Annotator 2,468
996,scene-0996,trainval,d,Come to a stop before the tool gate and proceed once it opens,Annotator 5,856
997,scene-0997,trainval,unknown,stay in the left lane while approaching the roundabout,Annotator 1,514
998,scene-0998,trainval,d,Make the left turn once cars from the right side have passed,Annotator 5,858
998,scene-0998,trainval,d,Take the first left in the roundabout when it is safe to do so,Annotator 6,239
998,scene-0998,trainval,d,take the first left after merging onto the road,Annotator 2,471
998,scene-0998,trainval,unknown,turn left into the roundabout and take the first exit,Annotator 1,515
999,scene-0999,trainval,s,Change one lane to the left and proceed to take a left turn,Annotator 6,240
999,scene-0999,trainval,s,change lanes to take a left turn and then take the left turn,Annotator 2,472
999,scene-0999,trainval,unknown,Make a left turn onto the main road,Annotator 5,859
999,scene-0999,trainval,unknown,turn left,Annotator 1,516
1000,scene-1000,trainval,s,Shift to the right lane,Annotator 2,473
1000,scene-1000,trainval,unknown,Make a right turn,Annotator 5,860
1000,scene-1000,trainval,unknown,continue on this road,Annotator 1,517
1002,scene-1002,trainval,s,Change one lane to the left and take a left turn at the lights,Annotator 6,243
1002,scene-1002,trainval,s,shift to the left lane and then a take a left at the stop lights,Annotator 2,475
1002,scene-1002,trainval,unknown,Make the left turn at the intersection,Annotator 5,863
1002,scene-1002,trainval,unknown,Switch to the far left lane,Annotator 5,862
1002,scene-1002,trainval,unknown,merge into the left most lane and turn left at the signal,Annotator 1,519
1005,scene-1005,trainval,s,Make tthe left turn when it appears and continue through the road,Annotator 5,866
1005,scene-1005,trainval,s,Take a slight left when the lane splits,Annotator 6,246
1005,scene-1005,trainval,s,take a left turn at the lane split,Annotator 2,478
1005,scene-1005,trainval,unknown,Keep left at the fork,Annotator 1,522
1006,scene-1006,trainval,d,Stop before the crosswalk to allow the pedestrians to cross through. Then proceed forward once it is clear,Annotator 5,867
1007,scene-1007,trainval,d,Allow the oncoming vehicle to pass before taking a left turn,Annotator 6,248
1007,scene-1007,trainval,s,take a left turn,Annotator 2,480
1007,scene-1007,trainval,unknown,Make a left turn,Annotator 5,868
1007,scene-1007,trainval,unknown,turn left at the intersection,Annotator 1,524
1011,scene-1011,trainval,unknown,turn left at the intersection  and continue straight,Annotator 1,528
1016,scene-1016,trainval,d,Slow down before passing the crosswalk to allow the pedestrians to completely cross the road,Annotator 5,877
1017,scene-1017,trainval,s,stop behind the gray car,Annotator 2,490
1018,scene-1018,trainval,d,Follow the vehicle directly ahead,Annotator 6,259
1018,scene-1018,trainval,d,follow the silver car ahead and turn right,Annotator 1,535
1018,scene-1018,trainval,s,take the right turn and then shift onto the left lane,Annotator 2,491
1022,scene-1022,trainval,d,Make the left turn once all cars from the right have passed,Annotator 5,883
1023,scene-1023,trainval,d,Make a left turn when they're no oncoming vehicles,Annotator 6,264
1023,scene-1023,trainval,d,Make the left turn once all cars from the right have passed,Annotator 5,884
1023,scene-1023,trainval,s,take left and merge onto the left lane,Annotator 2,496
1023,scene-1023,trainval,unknown,turn left here,Annotator 1,540
1044,scene-1044,trainval,d,follow the car a head into the right turn lane,Annotator 1,543
1048,scene-1048,trainval,d,Follow the vehicle directly ahead,Annotator 6,271
1048,scene-1048,trainval,d,follow the car ahead and turn right into the connecting road,Annotator 1,547
1048,scene-1048,trainval,s,take a right a turn and follow the gray car,Annotator 2,503
1048,scene-1048,trainval,unknown,Make the right turn,Annotator 5,891
1054,scene-1054,trainval,s,Make a left turn,Annotator 6,277
1054,scene-1054,trainval,s,Make a left turn and continue down the road,Annotator 5,897
1054,scene-1054,trainval,sd,take a left turn and wait for the car to exit the driveway,Annotator 2,509
1058,scene-1058,trainval,s,Take a slight right when the road splits,Annotator 6,281
1058,scene-1058,trainval,s,take a slight right and stay on the same lane,Annotator 2,513
1058,scene-1058,trainval,unknown,Make the right turn,Annotator 5,901
1058,scene-1058,trainval,unknown,continue on this road,Annotator 1,557
1059,scene-1059,trainval,d,wait for the black van to move out of the current lane and then continue going straight,Annotator 2,514
1061,scene-1061,trainval,s,Make the turns around the corner,Annotator 5,904
1064,scene-1064,trainval,d,Allow the oncoming vehicle to pass and then make a right,Annotator 6,287
1064,scene-1064,trainval,d,Make the right turn only once all oncoming cars have passed,Annotator 5,907
1064,scene-1064,trainval,sd,stop right before the right turn and wait for the biker to pass and then take the right turn,Annotator 2,519
1064,scene-1064,trainval,unknown,turn right into the connecting road,Annotator 1,563
1065,scene-1065,trainval,d,Change one lane to the right to pass the vehicle stopped in the road and then change back one lane to the left,Annotator 6,288
1065,scene-1065,trainval,sd,shift to the right lane to avoid the oncoming car and then shift back to the left lane,Annotator 2,520
1066,scene-1066,trainval,s,"Briefly go on the right lane to avoid the parked car ahead of you, then switch back to the left lane.",Annotator 5,909
1068,scene-1068,trainval,s,Make the left turn at the intersection,Annotator 5,911
1068,scene-1068,trainval,s,Take a left at the light,Annotator 6,291
